CMDLINE /home/victorvikram/anaconda3/envs/speech/bin/python3.9 get_triplets.py
MEM 3374.632812 1683229936.2024
MEM 3449.656250 1683229936.3027
MEM 3529.058594 1683229936.4030
MEM 3605.628906 1683229936.5033
MEM 3683.230469 1683229936.6036
MEM 3766.503906 1683229936.7039
MEM 3841.785156 1683229936.8043
MEM 3847.917969 1683229936.9046
MEM 3847.917969 1683229937.0049
MEM 3847.917969 1683229937.1052
MEM 3847.917969 1683229937.2055
MEM 3847.917969 1683229937.3058
MEM 3847.917969 1683229937.4061
MEM 3847.917969 1683229937.5064
MEM 3847.917969 1683229937.6067
MEM 3847.917969 1683229937.7070
MEM 3847.917969 1683229937.8073
MEM 3847.917969 1683229937.9076
MEM 3847.917969 1683229938.0079
MEM 3847.917969 1683229938.1082
MEM 3847.917969 1683229938.2086
MEM 3847.917969 1683229938.3089
MEM 3847.917969 1683229938.4092
MEM 3847.917969 1683229938.5095
MEM 3847.917969 1683229938.6098
MEM 3847.917969 1683229938.7101
MEM 3847.917969 1683229938.8104
MEM 3847.917969 1683229938.9107
MEM 3885.753906 1683229939.0110
MEM 3966.183594 1683229939.1113
MEM 4045.222656 1683229939.2116
MEM 4129.144531 1683229939.3119
MEM 4213.777344 1683229939.4123
MEM 4301.945312 1683229939.5126
MEM 4382.378906 1683229939.6129
MEM 4462.402344 1683229939.7132
MEM 4557.250000 1683229939.8135
MEM 4639.078125 1683229939.9138
MEM 4716.503906 1683229940.0141
MEM 4801.339844 1683229940.1144
MEM 4868.058594 1683229940.2147
MEM 4868.285156 1683229940.3150
MEM 4868.285156 1683229940.4153
MEM 4868.285156 1683229940.5156
MEM 4868.285156 1683229940.6159
MEM 4868.285156 1683229940.7162
MEM 4868.285156 1683229940.8165
MEM 4868.285156 1683229940.9168
MEM 4868.285156 1683229941.0172
MEM 4868.285156 1683229941.1175
MEM 4868.285156 1683229941.2178
MEM 4868.285156 1683229941.3181
MEM 4868.285156 1683229941.4184
MEM 4868.285156 1683229941.5187
MEM 4868.285156 1683229941.6190
MEM 4868.285156 1683229941.7193
MEM 4868.285156 1683229941.8196
MEM 4868.285156 1683229941.9199
MEM 4868.285156 1683229942.0203
MEM 4868.285156 1683229942.1206
MEM 4868.285156 1683229942.2209
MEM 4870.265625 1683229942.3212
MEM 4955.906250 1683229942.4215
MEM 5043.703125 1683229942.5218
MEM 5129.835938 1683229942.6221
MEM 5207.957031 1683229942.7224
MEM 5290.660156 1683229942.8227
MEM 5377.367188 1683229942.9230
MEM 5464.191406 1683229943.0233
MEM 5801.031250 1683229943.1236
MEM 6046.515625 1683229943.2240
MEM 6134.976562 1683229943.3243
MEM 6222.585938 1683229943.4246
MEM 6301.808594 1683229943.5249
MEM 6384.375000 1683229943.6252
MEM 6470.671875 1683229943.7255
MEM 6557.777344 1683229943.8258
MEM 6642.105469 1683229943.9261
MEM 6672.804688 1683229944.0264
MEM 6672.804688 1683229944.1267
MEM 6672.804688 1683229944.2270
MEM 6672.804688 1683229944.3273
MEM 6672.804688 1683229944.4276
MEM 6672.804688 1683229944.5280
MEM 6672.804688 1683229944.6283
MEM 6672.804688 1683229944.7286
MEM 6672.804688 1683229944.8289
MEM 6672.804688 1683229944.9292
MEM 6672.804688 1683229945.0295
MEM 6672.804688 1683229945.1298
MEM 6672.804688 1683229945.2301
MEM 6672.804688 1683229945.3304
MEM 6672.804688 1683229945.4307
MEM 6672.804688 1683229945.5312
MEM 6672.804688 1683229945.6315
MEM 6672.804688 1683229945.7318
MEM 6672.804688 1683229945.8321
MEM 6672.804688 1683229945.9324
MEM 6672.804688 1683229946.0327
MEM 6672.804688 1683229946.1331
MEM 6750.054688 1683229946.2334
MEM 6836.402344 1683229946.3337
MEM 6922.488281 1683229946.4340
MEM 7001.613281 1683229946.5343
MEM 7091.054688 1683229946.6346
MEM 7180.761719 1683229946.7349
MEM 7260.914062 1683229946.8352
MEM 7347.523438 1683229946.9355
MEM 7436.703125 1683229947.0359
MEM 7516.863281 1683229947.1362
MEM 7607.078125 1683229947.2365
MEM 7687.246094 1683229947.3368
MEM 7775.660156 1683229947.4371
MEM 7858.664062 1683229947.5374
MEM 7943.976562 1683229947.6377
MEM 8031.089844 1683229947.7380
MEM 8111.503906 1683229947.8383
MEM 8175.425781 1683229947.9386
MEM 8175.609375 1683229948.0389
MEM 8175.609375 1683229948.1392
MEM 8175.609375 1683229948.2395
MEM 8175.609375 1683229948.3399
MEM 8175.609375 1683229948.4402
MEM 8175.609375 1683229948.5405
MEM 8175.609375 1683229948.6408
MEM 8175.609375 1683229948.7411
MEM 8175.609375 1683229948.8414
MEM 8175.609375 1683229948.9417
MEM 8175.609375 1683229949.0420
MEM 8175.609375 1683229949.1423
MEM 8175.609375 1683229949.2426
MEM 8175.609375 1683229949.3429
MEM 8175.609375 1683229949.4432
MEM 8175.609375 1683229949.5436
MEM 8175.609375 1683229949.6439
MEM 8175.609375 1683229949.7442
MEM 8175.609375 1683229949.8445
MEM 8175.609375 1683229949.9448
MEM 8175.609375 1683229950.0451
MEM 8175.609375 1683229950.1454
MEM 8175.609375 1683229950.2457
MEM 8175.609375 1683229950.3460
MEM 8175.609375 1683229950.4463
MEM 8175.609375 1683229950.5466
MEM 8198.886719 1683229950.6469
MEM 8281.359375 1683229950.7473
MEM 8372.238281 1683229950.8476
MEM 8454.722656 1683229950.9479
MEM 8539.089844 1683229951.0482
MEM 8627.761719 1683229951.1485
MEM 8710.507812 1683229951.2488
MEM 8801.023438 1683229951.3491
MEM 8881.445312 1683229951.4494
MEM 8971.757812 1683229951.5497
MEM 9061.703125 1683229951.6500
MEM 9143.671875 1683229951.7503
MEM 9233.628906 1683229951.8507
MEM 9311.156250 1683229951.9510
MEM 9401.511719 1683229952.0513
MEM 9482.832031 1683229952.1516
MEM 9574.128906 1683229952.2519
MEM 9656.757812 1683229952.3522
MEM 9749.398438 1683229952.4525
MEM 9830.769531 1683229952.5528
MEM 9917.246094 1683229952.6531
MEM 9919.917969 1683229952.7534
MEM 9919.917969 1683229952.8537
MEM 9919.917969 1683229952.9540
MEM 9919.917969 1683229953.0543
MEM 9919.917969 1683229953.1546
MEM 9919.917969 1683229953.2549
MEM 9919.917969 1683229953.3552
MEM 9919.917969 1683229953.4555
MEM 9919.917969 1683229953.5558
MEM 9919.917969 1683229953.6561
MEM 9919.917969 1683229953.7564
MEM 9919.917969 1683229953.8567
MEM 9919.917969 1683229953.9570
MEM 9919.917969 1683229954.0573
MEM 9919.917969 1683229954.1576
MEM 9919.917969 1683229954.2579
MEM 9919.917969 1683229954.3582
MEM 9919.917969 1683229954.4585
MEM 9919.917969 1683229954.5588
MEM 9919.917969 1683229954.6592
MEM 9919.917969 1683229954.7595
MEM 9919.917969 1683229954.8598
MEM 9919.917969 1683229954.9601
MEM 9919.917969 1683229955.0604
MEM 9919.917969 1683229955.1607
MEM 9919.917969 1683229955.2610
MEM 9919.917969 1683229955.3613
MEM 9919.917969 1683229955.4616
MEM 9919.917969 1683229955.5619
MEM 9919.917969 1683229955.6622
MEM 9919.917969 1683229955.7625
MEM 9919.917969 1683229955.8628
MEM 10005.917969 1683229955.9631
MEM 10088.910156 1683229956.0634
MEM 10180.546875 1683229956.1637
MEM 10261.242188 1683229956.2641
MEM 10351.992188 1683229956.3644
MEM 10434.750000 1683229956.4647
MEM 10524.078125 1683229956.5650
MEM 10606.062500 1683229956.6653
MEM 10691.691406 1683229956.7656
MEM 11083.664062 1683229956.8659
MEM 11554.429688 1683229956.9662
MEM 11780.531250 1683229957.0665
MEM 11871.023438 1683229957.1668
MEM 11954.113281 1683229957.2672
MEM 12044.605469 1683229957.3675
MEM 12126.179688 1683229957.4678
MEM 12214.609375 1683229957.5681
MEM 12296.335938 1683229957.6684
MEM 12388.191406 1683229957.7687
MEM 12470.691406 1683229957.8690
MEM 12561.183594 1683229957.9693
MEM 12641.878906 1683229958.0696
MEM 12732.242188 1683229958.1699
MEM 12819.640625 1683229958.2703
MEM 12902.914062 1683229958.3706
MEM 12990.570312 1683229958.4709
MEM 13075.222656 1683229958.5712
MEM 13150.761719 1683229958.6715
MEM 13150.761719 1683229958.7718
MEM 13150.941406 1683229958.8721
MEM 13150.941406 1683229958.9724
MEM 13150.941406 1683229959.0727
MEM 13150.941406 1683229959.1730
MEM 13150.941406 1683229959.2733
MEM 13150.941406 1683229959.3736
MEM 13150.941406 1683229959.4739
MEM 13150.941406 1683229959.5742
MEM 13150.941406 1683229959.6745
MEM 13150.941406 1683229959.7748
MEM 13150.941406 1683229959.8751
MEM 13150.941406 1683229959.9754
MEM 13150.941406 1683229960.0758
MEM 13150.941406 1683229960.1761
MEM 13150.941406 1683229960.2764
MEM 13150.941406 1683229960.3767
MEM 13150.941406 1683229960.4770
MEM 13150.941406 1683229960.5773
MEM 13150.941406 1683229960.6776
MEM 13150.941406 1683229960.7779
MEM 13150.941406 1683229960.8782
MEM 13150.941406 1683229960.9785
MEM 13150.941406 1683229961.0788
MEM 13150.941406 1683229961.1792
MEM 13150.941406 1683229961.2795
MEM 13150.941406 1683229961.3798
MEM 13150.941406 1683229961.4801
MEM 13150.941406 1683229961.5804
MEM 13150.941406 1683229961.6807
MEM 13150.941406 1683229961.7810
MEM 13150.941406 1683229961.8813
MEM 13150.941406 1683229961.9816
MEM 13150.941406 1683229962.0819
MEM 13150.941406 1683229962.1822
MEM 13150.941406 1683229962.2825
MEM 13150.941406 1683229962.3829
MEM 13150.941406 1683229962.4832
MEM 13150.941406 1683229962.5835
MEM 13150.941406 1683229962.6838
MEM 13204.378906 1683229962.7841
MEM 13292.550781 1683229962.8844
MEM 13372.214844 1683229962.9847
MEM 13460.519531 1683229963.0850
MEM 13546.886719 1683229963.1854
MEM 13626.800781 1683229963.2857
MEM 13715.484375 1683229963.3860
MEM 13805.976562 1683229963.4863
MEM 13886.929688 1683229963.5866
MEM 13977.164062 1683229963.6869
MEM 14060.179688 1683229963.7872
MEM 14152.218750 1683229963.8875
MEM 14232.914062 1683229963.9878
MEM 14320.566406 1683229964.0881
MEM 14399.972656 1683229964.1885
MEM 14484.277344 1683229964.2888
MEM 14571.675781 1683229964.3891
MEM 14655.464844 1683229964.4894
MEM 14744.410156 1683229964.5897
MEM 14826.394531 1683229964.6900
MEM 14911.214844 1683229964.7903
MEM 14997.777344 1683229964.8906
MEM 15080.019531 1683229964.9909
MEM 15171.039062 1683229965.0912
MEM 15253.281250 1683229965.1915
MEM 15343.097656 1683229965.2918
MEM 15431.785156 1683229965.3921
MEM 15510.417969 1683229965.4924
MEM 15598.453125 1683229965.5927
MEM 15684.046875 1683229965.6930
MEM 15773.765625 1683229965.7933
MEM 15854.976562 1683229965.8936
MEM 15941.921875 1683229965.9939
MEM 15981.109375 1683229966.0942
MEM 15981.335938 1683229966.1945
MEM 15981.335938 1683229966.2948
MEM 15981.335938 1683229966.3952
MEM 15981.335938 1683229966.4955
MEM 15981.335938 1683229966.5958
MEM 15981.335938 1683229966.6961
MEM 15981.335938 1683229966.7964
MEM 15981.335938 1683229966.8967
MEM 15981.335938 1683229966.9970
MEM 15981.335938 1683229967.0973
MEM 15981.335938 1683229967.1976
MEM 15981.335938 1683229967.2979
MEM 15981.335938 1683229967.3982
MEM 15981.335938 1683229967.4986
MEM 15981.335938 1683229967.5989
MEM 15981.335938 1683229967.6992
MEM 15981.335938 1683229967.7995
MEM 15981.335938 1683229967.8998
MEM 15981.335938 1683229968.0001
MEM 15981.335938 1683229968.1005
MEM 15981.335938 1683229968.2008
MEM 15981.335938 1683229968.3011
MEM 15981.335938 1683229968.4014
MEM 15981.335938 1683229968.5017
MEM 15981.335938 1683229968.6020
MEM 15981.335938 1683229968.7023
MEM 15981.335938 1683229968.8026
MEM 15981.335938 1683229968.9029
MEM 15981.335938 1683229969.0033
MEM 15981.335938 1683229969.1036
MEM 15981.335938 1683229969.2039
MEM 15981.335938 1683229969.3042
MEM 15981.335938 1683229969.4045
MEM 15981.335938 1683229969.5048
MEM 15981.335938 1683229969.6051
MEM 15981.335938 1683229969.7054
MEM 15981.335938 1683229969.8057
MEM 15981.335938 1683229969.9060
MEM 15981.335938 1683229970.0063
MEM 15981.335938 1683229970.1066
MEM 15981.335938 1683229970.2070
MEM 15981.335938 1683229970.3073
MEM 15981.335938 1683229970.4076
MEM 15981.335938 1683229970.5079
MEM 15981.335938 1683229970.6082
MEM 15981.335938 1683229970.7085
MEM 15981.335938 1683229970.8088
MEM 15981.335938 1683229970.9091
MEM 15981.335938 1683229971.0094
MEM 15981.335938 1683229971.1097
MEM 16015.941406 1683229971.2100
MEM 16104.625000 1683229971.3103
MEM 16188.410156 1683229971.4106
MEM 16271.683594 1683229971.5109
MEM 16358.050781 1683229971.6112
MEM 16446.476562 1683229971.7115
MEM 16534.390625 1683229971.8118
MEM 16622.820312 1683229971.9121
MEM 16711.250000 1683229972.0124
MEM 16796.070312 1683229972.1127
MEM 16874.960938 1683229972.2130
MEM 16965.195312 1683229972.3133
MEM 17045.890625 1683229972.4137
MEM 17132.000000 1683229972.5140
MEM 17221.203125 1683229972.6143
MEM 17307.828125 1683229972.7146
MEM 17387.750000 1683229972.8149
MEM 17473.085938 1683229972.9153
MEM 17562.664062 1683229973.0156
MEM 17647.738281 1683229973.1159
MEM 17732.042969 1683229973.2162
MEM 17817.167969 1683229973.3165
MEM 17905.855469 1683229973.4168
MEM 17993.769531 1683229973.5171
MEM 18082.171875 1683229973.6174
MEM 18170.343750 1683229973.7177
MEM 18258.515625 1683229973.8180
MEM 18339.500000 1683229973.9183
MEM 18423.804688 1683229974.0187
MEM 18511.460938 1683229974.1190
MEM 18599.117188 1683229974.2194
MEM 18687.718750 1683229974.3197
MEM 18776.406250 1683229974.4200
MEM 18865.347656 1683229974.5203
MEM 18953.519531 1683229974.6206
MEM 19037.824219 1683229974.7209
MEM 19123.933594 1683229974.8212
MEM 19210.296875 1683229974.9215
MEM 19297.179688 1683229975.0218
MEM 19385.351562 1683229975.1221
MEM 19471.976562 1683229975.2224
MEM 19560.921875 1683229975.3227
MEM 19655.281250 1683229975.4230
MEM 19738.550781 1683229975.5234
MEM 19824.402344 1683229975.6237
MEM 19910.253906 1683229975.7240
MEM 19999.972656 1683229975.8243
MEM 20092.527344 1683229975.9246
MEM 20150.976562 1683229976.0249
MEM 20151.121094 1683229976.1252
MEM 20151.121094 1683229976.2255
MEM 20151.121094 1683229976.3258
MEM 20151.121094 1683229976.4261
MEM 20151.121094 1683229976.5264
MEM 20151.121094 1683229976.6267
MEM 20151.121094 1683229976.7271
MEM 20151.121094 1683229976.8274
MEM 20151.121094 1683229976.9277
MEM 20151.121094 1683229977.0280
MEM 20151.121094 1683229977.1283
MEM 20151.121094 1683229977.2286
MEM 20151.121094 1683229977.3289
MEM 20151.121094 1683229977.4292
MEM 20151.121094 1683229977.5295
MEM 20151.121094 1683229977.6298
MEM 20151.121094 1683229977.7301
MEM 20151.121094 1683229977.8304
MEM 20151.121094 1683229977.9307
MEM 20151.121094 1683229978.0311
MEM 20151.121094 1683229978.1314
MEM 20151.121094 1683229978.2317
MEM 20151.121094 1683229978.3320
MEM 20151.121094 1683229978.4323
MEM 20151.121094 1683229978.5326
MEM 20151.121094 1683229978.6329
MEM 20151.121094 1683229978.7332
MEM 20151.121094 1683229978.8335
MEM 20151.121094 1683229978.9338
MEM 20151.121094 1683229979.0341
MEM 20151.121094 1683229979.1344
MEM 20151.121094 1683229979.2347
MEM 20151.121094 1683229979.3350
MEM 20151.121094 1683229979.4353
MEM 20151.121094 1683229979.5356
MEM 20151.121094 1683229979.6359
MEM 20151.121094 1683229979.7362
MEM 20151.121094 1683229979.8366
MEM 20151.121094 1683229979.9369
MEM 20151.121094 1683229980.0372
MEM 20151.121094 1683229980.1375
MEM 20151.121094 1683229980.2378
MEM 20151.121094 1683229980.3381
MEM 20151.121094 1683229980.4384
MEM 20151.121094 1683229980.5387
MEM 20151.121094 1683229980.6390
MEM 20151.121094 1683229980.7393
MEM 20151.121094 1683229980.8396
MEM 20151.121094 1683229980.9399
MEM 20151.121094 1683229981.0402
MEM 20151.121094 1683229981.1405
MEM 20151.121094 1683229981.2409
MEM 20151.121094 1683229981.3412
MEM 20151.121094 1683229981.4415
MEM 20151.121094 1683229981.5418
MEM 20151.121094 1683229981.6421
MEM 20151.121094 1683229981.7424
MEM 20151.121094 1683229981.8427
MEM 20151.121094 1683229981.9430
MEM 20151.121094 1683229982.0433
MEM 20151.121094 1683229982.1436
MEM 20151.121094 1683229982.2439
MEM 20151.121094 1683229982.3442
MEM 20151.121094 1683229982.4445
MEM 20151.121094 1683229982.5448
MEM 20152.804688 1683229982.6451
MEM 20240.203125 1683229982.7454
MEM 20326.746094 1683229982.8458
MEM 20413.628906 1683229982.9461
MEM 20501.542969 1683229983.0464
MEM 20590.335938 1683229983.1467
MEM 20676.960938 1683229983.2470
MEM 20765.906250 1683229983.3473
MEM 20854.511719 1683229983.4476
MEM 20940.687500 1683229983.5479
MEM 21026.316406 1683229983.6482
MEM 21112.000000 1683229983.7485
MEM 21428.000000 1683229983.8488
MEM 21904.179688 1683229983.9491
MEM 22380.101562 1683229984.0494
MEM 22855.250000 1683229984.1497
MEM 23217.949219 1683229984.2501
MEM 23302.328125 1683229984.3504
MEM 23390.902344 1683229984.4507
MEM 23478.464844 1683229984.5510
MEM 23565.800781 1683229984.6513
MEM 23654.417969 1683229984.7516
MEM 23741.054688 1683229984.8519
MEM 23827.292969 1683229984.9522
MEM 23910.976562 1683229985.0525
MEM 24008.945312 1683229985.1528
MEM 24093.363281 1683229985.2532
MEM 24177.218750 1683229985.3535
MEM 24275.078125 1683229985.4538
MEM 24358.867188 1683229985.5541
MEM 24449.691406 1683229985.6544
MEM 24541.964844 1683229985.7547
MEM 24632.503906 1683229985.8550
MEM 24717.261719 1683229985.9553
MEM 24813.187500 1683229986.0556
MEM 24895.828125 1683229986.1560
MEM 24992.187500 1683229986.2563
MEM 25074.890625 1683229986.3566
MEM 25170.863281 1683229986.4569
MEM 25253.214844 1683229986.5572
MEM 25345.347656 1683229986.6575
MEM 25427.398438 1683229986.7578
MEM 25522.691406 1683229986.8581
MEM 25605.136719 1683229986.9584
MEM 25700.617188 1683229987.0587
MEM 25783.421875 1683229987.1590
MEM 25879.460938 1683229987.2593
MEM 25958.671875 1683229987.3596
MEM 26054.210938 1683229987.4600
MEM 26136.820312 1683229987.5603
MEM 26231.820312 1683229987.6606
MEM 26314.382812 1683229987.7609
MEM 26410.601562 1683229987.8612
MEM 26495.492188 1683229987.9615
MEM 26588.894531 1683229988.0618
MEM 26681.613281 1683229988.1621
MEM 26763.687500 1683229988.2624
MEM 26859.632812 1683229988.3628
MEM 26942.117188 1683229988.4631
MEM 27037.039062 1683229988.5634
MEM 27118.535156 1683229988.6637
MEM 27215.453125 1683229988.7640
MEM 27289.562500 1683229988.8643
MEM 27385.195312 1683229988.9646
MEM 27472.250000 1683229989.0649
MEM 27564.417969 1683229989.1652
MEM 27655.812500 1683229989.2655
MEM 27742.023438 1683229989.3658
MEM 27836.578125 1683229989.4661
MEM 27917.972656 1683229989.5664
MEM 28011.457031 1683229989.6667
MEM 28098.160156 1683229989.7670
MEM 28188.097656 1683229989.8673
MEM 28283.105469 1683229989.9676
MEM 28364.421875 1683229990.0679
MEM 28459.617188 1683229990.1682
MEM 28542.421875 1683229990.2685
MEM 28634.933594 1683229990.3689
MEM 28729.941406 1683229990.4692
MEM 28812.105469 1683229990.5695
MEM 28906.980469 1683229990.6698
MEM 28996.011719 1683229990.7701
MEM 29080.980469 1683229990.8704
MEM 29143.710938 1683229990.9708
MEM 29143.710938 1683229991.0711
MEM 29143.710938 1683229991.1714
MEM 29143.710938 1683229991.2717
MEM 29143.710938 1683229991.3720
MEM 29143.710938 1683229991.4723
MEM 29143.710938 1683229991.5726
MEM 29143.710938 1683229991.6730
MEM 29143.710938 1683229991.7733
MEM 29143.710938 1683229991.8736
MEM 29143.710938 1683229991.9739
MEM 29143.710938 1683229992.0742
MEM 29143.710938 1683229992.1745
MEM 29143.710938 1683229992.2748
MEM 29143.710938 1683229992.3751
MEM 29143.710938 1683229992.4754
MEM 29143.710938 1683229992.5757
MEM 29143.710938 1683229992.6761
MEM 29143.710938 1683229992.7764
MEM 29143.710938 1683229992.8767
MEM 29143.710938 1683229992.9770
MEM 29143.710938 1683229993.0773
MEM 29143.710938 1683229993.1776
MEM 29143.710938 1683229993.2779
MEM 29143.710938 1683229993.3782
MEM 29143.710938 1683229993.4786
MEM 29143.710938 1683229993.5788
MEM 29143.710938 1683229993.6791
MEM 29143.710938 1683229993.7795
MEM 29143.710938 1683229993.8798
MEM 29143.710938 1683229993.9801
MEM 29143.710938 1683229994.0804
MEM 29143.710938 1683229994.1807
MEM 29143.710938 1683229994.2810
MEM 29143.710938 1683229994.3813
MEM 29143.710938 1683229994.4816
MEM 29143.710938 1683229994.5819
MEM 29143.710938 1683229994.6822
MEM 29143.710938 1683229994.7825
MEM 29143.710938 1683229994.8828
MEM 29143.710938 1683229994.9831
MEM 29143.710938 1683229995.0835
MEM 29143.710938 1683229995.1838
MEM 29143.710938 1683229995.2841
MEM 29143.710938 1683229995.3844
MEM 29143.710938 1683229995.4847
MEM 29143.710938 1683229995.5850
MEM 29143.710938 1683229995.6853
MEM 29143.710938 1683229995.7856
MEM 29143.710938 1683229995.8859
MEM 29143.710938 1683229995.9862
MEM 29143.710938 1683229996.0865
MEM 29143.710938 1683229996.1868
MEM 29143.710938 1683229996.2871
MEM 29143.710938 1683229996.3874
MEM 29143.710938 1683229996.4878
MEM 29143.710938 1683229996.5881
MEM 29143.710938 1683229996.6884
MEM 29143.710938 1683229996.7887
MEM 29143.710938 1683229996.8890
MEM 29143.710938 1683229996.9893
MEM 29143.710938 1683229997.0896
MEM 29143.710938 1683229997.1899
MEM 29143.710938 1683229997.2902
MEM 29143.710938 1683229997.3906
MEM 29143.710938 1683229997.4909
MEM 29143.710938 1683229997.5912
MEM 29143.710938 1683229997.6915
MEM 29143.710938 1683229997.7918
MEM 29143.710938 1683229997.8921
MEM 29143.710938 1683229997.9924
MEM 29143.710938 1683229998.0927
MEM 29143.710938 1683229998.1931
MEM 29143.710938 1683229998.2934
MEM 29143.710938 1683229998.3937
MEM 29143.710938 1683229998.4940
MEM 29143.710938 1683229998.5943
MEM 29143.710938 1683229998.6946
MEM 29143.710938 1683229998.7949
MEM 29143.710938 1683229998.8952
MEM 29143.710938 1683229998.9955
MEM 29143.710938 1683229999.0958
MEM 29143.710938 1683229999.1961
MEM 29143.710938 1683229999.2965
MEM 29143.710938 1683229999.3968
MEM 29143.710938 1683229999.4971
MEM 29143.710938 1683229999.5974
MEM 29228.070312 1683229999.6977
MEM 29322.687500 1683229999.7980
MEM 29417.562500 1683229999.8983
MEM 29497.222656 1683229999.9987
MEM 29593.386719 1683230000.0990
MEM 29676.394531 1683230000.1993
MEM 29771.785156 1683230000.2996
MEM 29853.765625 1683230000.3999
MEM 29949.671875 1683230000.5002
MEM 30036.812500 1683230000.6005
MEM 30127.046875 1683230000.7008
MEM 30221.921875 1683230000.8011
MEM 30302.617188 1683230000.9014
MEM 30395.687500 1683230001.0017
MEM 30490.304688 1683230001.1020
MEM 30571.515625 1683230001.2023
MEM 30665.617188 1683230001.3026
MEM 30760.492188 1683230001.4030
MEM 30845.828125 1683230001.5032
MEM 30935.804688 1683230001.6035
MEM 31030.679688 1683230001.7038
MEM 31119.367188 1683230001.8041
MEM 31205.734375 1683230001.9044
MEM 31298.804688 1683230002.0048
MEM 31391.359375 1683230002.1051
MEM 31473.085938 1683230002.2054
MEM 31568.218750 1683230002.3057
MEM 31661.031250 1683230002.4060
MEM 31742.523438 1683230002.5063
MEM 31836.925781 1683230002.6066
MEM 31927.597656 1683230002.7069
MEM 32009.906250 1683230002.8072
MEM 32103.144531 1683230002.9075
MEM 32191.722656 1683230003.0078
MEM 32274.265625 1683230003.1081
MEM 32368.035156 1683230003.2085
MEM 32458.042969 1683230003.3088
MEM 32539.421875 1683230003.4091
MEM 32632.183594 1683230003.5094
MEM 32718.941406 1683230003.6097
MEM 32805.203125 1683230003.7100
MEM 32898.433594 1683230003.8103
MEM 32986.089844 1683230003.9107
MEM 33068.871094 1683230004.0110
MEM 33159.546875 1683230004.1113
MEM 33251.851562 1683230004.2116
